matrix,scope,feature,week4_group,bucket,candidate,n_series,n_rows,n_models,mean_rel_naive,mean_mase,mean_mae,mean_pocid,rank_rel_naive
family_decomposition_all_models,feature_global,structural_break_strength,all,all,neuralforecast | without_mstl,1986,6084,3,1.080912106532737,1.0741192685787795,644.5089914935269,0.557137573964497,5.0
family_decomposition_all_models,feature_global,structural_break_strength,all,all,neuralforecast | with_mstl,1986,6084,3,1.0948105732348574,0.9724707572707988,625.4035784119727,0.610097523559062,6.0
family_decomposition_all_models,feature_global,structural_break_strength,all,all,statistical | with_mstl,1986,6084,3,1.133348414281317,1.010060646025163,604.5699101110362,0.6254131967272992,7.0
family_decomposition_all_models,feature_global,structural_break_strength,all,all,mlforecast | without_mstl,1986,8112,4,1.189828502012962,1.1328493557229193,621.8233478240171,0.5382132779969319,8.0
family_decomposition_all_models,global,all,all,all,transformer | with_mstl,1986,4056,2,0.9865215489839497,0.9078410215922382,594.1993180240718,0.6037660256410257,1.0
family_decomposition_all_models,global,all,all,all,transformer | without_mstl,1986,4056,2,1.0413761407644613,1.043123851845281,613.1643352598162,0.552912009642779,2.0
family_decomposition_all_models,global,all,all,all,statistical | without_mstl,1986,6084,3,1.0470803650669787,0.9793022095603555,570.5257964140882,0.5137131090656731,3.0
family_decomposition_all_models,global,all,all,all,mlforecast | with_mstl,1986,8112,4,1.0756697680865464,0.990430544539886,600.031327371071,0.6074231591058514,4.0
family_decomposition_all_models,global,all,all,all,neuralforecast | without_mstl,1986,6084,3,1.080912106532737,1.0741192685787795,644.5089914935269,0.557137573964497,5.0
family_decomposition_all_models,global,all,all,all,neuralforecast | with_mstl,1986,6084,3,1.0948105732348574,0.9724707572707988,625.4035784119727,0.610097523559062,6.0
family_decomposition_all_models,global,all,all,all,statistical | with_mstl,1986,6084,3,1.133348414281317,1.010060646025163,604.5699101110362,0.6254131967272992,7.0
family_decomposition_all_models,global,all,all,all,mlforecast | without_mstl,1986,8112,4,1.189828502012962,1.1328493557229193,621.8233478240171,0.5382132779969319,8.0
family_decomposition_all_models,seasonality,all,combined_monthly,all,statistical | without_mstl,999,3006,3,0.9403822486699377,0.9235490823408647,600.8229407519077,0.4759000517483551,1.0
family_decomposition_all_models,seasonality,all,combined_monthly,all,transformer | with_mstl,999,2004,2,0.9741887156805428,0.9075158838739898,658.3752424194328,0.5748502994011976,2.0
family_decomposition_all_models,seasonality,all,combined_monthly,all,transformer | without_mstl,999,2004,2,0.981429475727866,0.9952298881014597,657.39061104674,0.5165225105344866,3.0
family_decomposition_all_models,seasonality,all,combined_monthly,all,mlforecast | with_mstl,999,4008,4,1.005613001336706,0.9517703558531241,673.2781396396824,0.5741433799068529,4.0
family_decomposition_all_models,seasonality,all,combined_monthly,all,neuralforecast | without_mstl,999,3006,3,1.0109071287412768,1.031030799985812,690.6064145113652,0.5359281437125748,5.0
family_decomposition_all_models,seasonality,all,combined_monthly,all,neuralforecast | with_mstl,999,3006,3,1.0153895917847093,0.9285833024471073,673.1057176916642,0.579119538700377,6.0
family_decomposition_all_models,seasonality,all,combined_monthly,all,statistical | with_mstl,999,3006,3,1.0318781162287913,0.9420612168943026,647.2892796189454,0.592943742145339,7.0
family_decomposition_all_models,seasonality,all,combined_monthly,all,mlforecast | without_mstl,999,4008,4,1.0674256174969092,1.039334874403253,663.0405728068902,0.5098830117542692,8.0
family_decomposition_all_models,seasonality,all,combined_quarterly,all,transformer | with_mstl,987,2052,2,0.9985658949586221,0.9081585537498257,531.5245848426374,0.6320053606237817,1.0
family_decomposition_all_models,seasonality,all,combined_quarterly,all,transformer | without_mstl,987,2052,2,1.0999205446306095,1.08989748895182,569.9725922398379,0.5884502923976608,2.0
family_decomposition_all_models,seasonality,all,combined_quarterly,all,mlforecast | with_mstl,987,4104,4,1.1440877800586127,1.0281864013275424,528.4978908280411,0.6399244639376218,3.0
family_decomposition_all_models,seasonality,all,combined_quarterly,all,neuralforecast | without_mstl,987,3078,3,1.1492795409840462,1.1161998197777594,599.4898707685035,0.5778508771929824,4.0
family_decomposition_all_models,seasonality,all,combined_quarterly,all,statistical | without_mstl,987,3078,3,1.151282619092159,1.0337511700612616,540.9373572069779,0.5506416504223521,5.0
family_decomposition_all_models,seasonality,all,combined_quarterly,all,neuralforecast | with_mstl,987,3078,3,1.1723737539493297,1.0153316049641117,578.8172786475958,0.6403508771929824,6.0
family_decomposition_all_models,seasonality,all,combined_quarterly,all,statistical | with_mstl,987,3078,3,1.2324451381103918,1.076469445234834,562.849824100388,0.6571231319038336,7.0
family_decomposition_all_models,seasonality,all,combined_quarterly,all,mlforecast | without_mstl,987,4104,4,1.309368161160218,1.2241763637953422,581.5702684547786,0.5658808479532164,8.0
